Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Kieran Trippier,Defender,28,4,43,57,47%,1,2,24,47,31,0,162,125,99,16,31,17,0,2,10,"1,714",61.21,13,212,33%,1,79,5,0,27,3,1,0,0,1,2,,,,,,,,,,,,,,,
Leandro Trossard,Forward,34,,,27,,,19,8,5,4,,,,,,,,,,1,606,17.82,3,57,,,,2,0,15,9,12,1,7,4,1,0.35,0,0,60,22,37%,7,,,,,,,,
Auston Trusty,Defender,32,1,81,47,64%,3,1,35,145,82,1,89,127,104,6,63,51,0,1,0,846,26.44,3,5,40%,0,38,4,0,23,3,0,0,0,0,1,,,,,,,,,,,,,,,
Kostas Tsimikas,Defender,13,3,7,19,68%,0,1,6,9,4,0,43,33,44,4,4,14,0,0,3,360,27.69,2,72,26%,0,12,0,0,11,1,0,0,0,0,0,,,,,,,,,,,,,,,
Matt Turner,Goalkeeper,17,2,28,,,,,,,,,,,,,,,0,3,0,473,27.82,,,,,138,2,0,0,,0,,,,,,,,,,,,55,0,5,28,2,9,99,136
Jay Turner-Cooke,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ed Turns,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Scott Twine,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Destiny Udogie,Defender,28,2,40,68,49%,1,2,37,67,40,0,169,150,151,24,22,27,0,3,3,"1,214",43.36,3,22,5%,0,7,5,1,51,3,2,0,0,2,0,,,,,,,,,,,,,,,
Lesley Ugochukwu,Midfielder,12,,,14,71%,,0,1,5,3,,12,28,15,3,9,2,,0,0,183,15.25,0,0,0%,0,5,2,0,4,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Franco Umeh-Chibueze,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Enes Ünal,Forward,16,,,6,,,5,1,6,3,,,,,,,,,,2,72,4.50,2,3,,,,1,0,10,6,2,1,1,0,0,0.13,0,0,23,11,48%,6,,,,,,,,
Deniz Undav,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Hákon Valdimarsson,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Harvey Vale,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joel Valencia,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Donny van de Beek,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Micky van de Ven,Defender,27,5,38,49,71%,4,1,18,71,34,1,144,119,84,15,38,41,0,0,0,"1,783",66.04,0,3,0%,0,41,5,0,13,1,3,0,0,3,0,,,,,,,,,,,,,,,
Sepp van den Berg,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Virgil van Dijk,Defender,36,9,40,40,57%,3,10,39,142,68,1,170,195,63,2,140,32,0,0,2,"2,872",79.78,3,0,0%,0,156,3,1,23,1,2,1,1,0,2,,,,,,,,,,,,,,,
Jan Paul van Hecke,Defender,28,5,38,47,55%,1,4,30,74,42,0,130,135,71,5,66,34,0,1,0,"2,399",85.68,0,4,25%,3,88,4,0,14,0,0,0,0,0,1,,,,,,,,,,,,,,,
Raphaël Varane,Defender,22,3,23,18,61%,1,2,15,86,42,0,67,43,20,1,21,5,0,0,0,774,35.18,0,0,0%,1,29,2,0,8,2,1,1,0,0,0,,,,,,,,,,,,,,,
Alejo Véliz,Forward,8,,,1,,,1,0,0,0,,,,,,,,,,0,10,1.25,0,0,,,,1,0,0,3,1,0,1,0,0,0.13,0,0,2,1,50%,0,,,,,,,,
Joël Veltman,Defender,27,2,32,54,76%,0,0,18,52,21,0,76,125,69,1,29,21,0,1,1,810,30.00,1,11,0%,2,30,4,0,17,1,1,0,1,0,0,,,,,,,,,,,,,,,
Bart Verbruggen,Goalkeeper,21,4,28,,,,,,,,,,,,,,,0,2,0,743,35.38,,,,,91,3,0,1,,0,,,,,,,,,,,,65,0,6,17,5,11,117,72
Guglielmo Vicario,Goalkeeper,38,7,61,,,,,,,,,,,,,,,0,0,0,"1,371",36.08,,,,,85,2,0,0,,0,,,,,,,,,,,,110,0,15,30,2,31,193,201
Lawrence Vigouroux,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Matías Viña,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Vinicius Souza,Midfielder,36,,,125,61%,,4,32,75,49,,153,220,152,17,67,41,,0,0,979,27.19,0,10,20%,0,39,3,0,48,2,1,0,1,0,0,0.03,0,0,14,6,43%,0,,,,,,,,
Radek Vítek,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Vitinho,Defender,32,2,44,64,53%,1,12,12,43,16,0,109,136,143,25,20,22,0,1,2,756,23.63,1,56,9%,4,26,1,0,27,6,0,0,0,0,0,,,,,,,,,,,,,,,
Odysseas Vlachodimos,Goalkeeper,5,1,12,,,,,,,,,,,,,,,0,0,0,153,30.60,,,,,33,0,0,0,,0,,,,,,,,,,,,10,0,4,2,0,0,21,44
Nikola Vlasic,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jack Wadham,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ethan Wady,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Kyle Walker,Defender,32,6,29,38,63%,1,7,27,35,18,0,152,102,81,21,26,15,0,0,4,"2,136",66.75,7,59,32%,6,78,2,0,23,7,0,0,0,0,0,,,,,,,,,,,,,,,
Reuell Walters,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack Walton,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Aaron Wan-Bissaka,Defender,22,3,34,42,60%,1,2,41,54,22,0,94,89,61,17,21,19,0,0,2,832,37.82,1,14,29%,0,13,4,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,
Joel Ward,Defender,26,4,34,45,62%,0,3,14,84,51,0,94,104,94,8,45,49,1,0,1,800,30.77,0,22,14%,1,38,4,0,22,0,0,0,0,0,0,,,,,,,,,,,,,,,
James Ward-Prowse,Midfielder,37,,,45,64%,,13,38,44,23,,145,102,100,11,26,33,,0,7,"1,472",39.78,12,189,34%,2,50,4,0,24,0,7,1,5,1,1,0.19,2,0,44,18,41%,1,,,,,,,,
Lewis Warrington,Midfielder,1,,,0,0%,,0,0,0,0,,1,0,0,0,0,0,,0,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ollie Watkins,Forward,37,,,12,,,21,4,19,15,,,,,,,,,,13,590,15.95,11,13,,,,4,0,22,16,19,5,10,4,5,0.51,0,0,107,47,44%,22,,,,,,,,
Louie Watson,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kelland Watts,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Adam Webster,Defender,15,1,22,14,86%,0,3,16,41,21,0,63,50,38,0,33,13,1,1,0,"1,086",72.40,0,1,0%,1,35,2,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,
Wout Weghorst,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jensen Weir,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Danny Welbeck,Forward,29,,,35,,,10,9,17,10,,,,,,,,,,1,506,17.45,3,3,,,,4,0,12,9,5,1,2,2,1,0.17,0,0,41,16,39%,10,,,,,,,,
Reece Welch,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack Wells-Morrison,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Timo Werner,Forward,13,,,7,,,11,3,1,0,,,,,,,,,,3,323,24.85,3,28,,,,1,0,3,12,2,0,2,0,1,0.15,0,0,29,7,24%,5,,,,,,,,
Wesley,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Adam Wharton,Midfielder,16,,,48,67%,,3,20,24,8,,76,79,66,3,8,12,,1,3,563,35.19,5,25,32%,3,28,2,0,18,0,0,0,0,0,0,0.00,0,0,10,1,10%,0,,,,,,,,
Ethan Wheatley,Forward,3,,,1,,,0,2,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,3,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ben White,Defender,37,13,26,48,58%,0,1,32,67,39,0,120,105,92,9,36,22,0,0,4,"1,911",51.65,7,57,23%,5,51,8,0,19,11,4,1,1,2,0,,,,,,,,,,,,,,,
Alfie Whiteman,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Matthew Whittingham,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joe Whitworth,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
George Wickens,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Dylan Williams,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Willian,Forward,31,,,18,,,17,9,10,7,,,,,,,,,,2,"1,059",34.16,6,75,,,,1,0,9,1,4,0,4,0,0,0.13,2,0,45,18,40%,3,,,,,,,,
Joe Willock,Midfielder,9,,,13,54%,,1,1,1,1,,26,24,28,7,1,1,,0,0,153,17.00,0,6,17%,1,9,0,0,3,1,1,1,0,0,0,0.11,0,0,7,4,57%,1,,,,,,,,
Harry Wilson,Midfielder,35,,,21,67%,,11,10,11,5,,78,81,72,15,5,6,,0,6,582,16.63,5,42,29%,3,29,6,0,21,5,4,0,0,4,2,0.11,0,0,40,13,33%,2,,,,,,,,
Josh Wilson-Esbrand,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Harry Winks,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Yoane Wissa,Midfielder,34,,,28,57%,,15,9,13,12,,99,137,141,20,38,49,,0,3,440,12.94,7,21,24%,3,12,7,0,38,20,12,0,8,4,2,0.35,0,0,67,26,39%,12,,,,,,,,
Chris Wood,Forward,31,,,7,,,7,1,26,19,,,,,,,,,,1,431,13.90,3,2,,,,0,0,22,7,14,5,4,5,2,0.45,0,0,48,26,54%,12,,,,,,,,
Cauley Woodrow,Forward,24,,,16,,,5,1,13,9,,,,,,,,,,1,139,5.79,2,10,,,,2,0,8,2,1,1,0,0,1,0.04,0,0,16,4,25%,0,,,,,,,,
Tom Wooster,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Joe Worrall,Defender,7,1,8,7,71%,0,0,3,31,16,0,18,21,16,0,12,10,0,0,0,161,23.00,0,0,0%,0,12,0,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
James Wright,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Granit Xhaka,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Yan Couto,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Yehor Yarmoliuk,Midfielder,27,,,17,65%,,3,6,5,2,,50,49,47,17,9,10,,0,0,282,10.44,0,14,7%,0,9,2,0,12,1,0,0,0,0,0,0.00,0,0,11,5,45%,2,,,,,,,,
Ryan Yates,Midfielder,35,,,66,59%,,11,21,39,11,,110,168,119,4,43,38,,0,1,817,23.34,2,6,17%,2,29,6,0,54,2,1,0,1,0,1,0.03,0,0,32,7,22%,2,,,,,,,,
Ashley Young,Defender,31,6,32,53,72%,0,6,22,45,24,1,120,108,114,12,19,32,1,3,0,775,25.00,2,100,24%,2,48,5,1,33,1,0,0,0,0,0,,,,,,,,,,,,,,,
Nathan Young-Coombes,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Youssef Chermiti,Forward,18,,,3,,,2,1,2,1,,,,,,,,,,0,58,3.22,2,0,,,,3,0,11,6,0,0,0,0,0,0.00,0,0,7,2,29%,1,,,,,,,,
Illia Zabarnyi,Defender,37,8,67,59,54%,1,2,33,138,61,0,153,167,115,9,77,61,0,1,0,"1,802",48.70,0,1,0%,2,131,5,0,24,0,1,1,0,0,0,,,,,,,,,,,,,,,
Wilfried Zaha,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Denis Zakaria,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nicolò Zaniolo,Midfielder,25,,,19,47%,,10,1,11,8,,36,60,112,13,7,14,,0,0,208,8.32,0,18,0%,0,3,7,0,24,0,2,1,0,1,0,0.08,0,0,27,10,37%,3,,,,,,,,
Zanka,Defender,14,2,24,17,71%,0,2,12,38,22,1,67,52,44,3,27,23,0,0,0,521,37.21,2,8,13%,1,26,4,0,11,3,1,0,0,1,1,,,,,,,,,,,,,,,
Anass Zaroury,Forward,6,,,1,,,1,0,1,0,,,,,,,,,,0,59,9.83,0,11,,,,0,1,4,0,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
Jordan Zemura,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Andi Zeqiri,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Zidane Iqbal,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oleksandr Zinchenko,Defender,27,3,15,50,60%,0,10,20,22,10,1,104,93,60,7,27,16,0,1,2,"1,411",52.26,5,30,17%,11,53,2,0,7,1,1,0,0,1,0,,,,,,,,,,,,,,,
Hakim Ziyech,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kurt Zouma,Defender,33,3,63,23,74%,1,4,29,158,73,0,95,89,76,2,58,43,0,0,0,"1,143",34.64,0,0,0%,1,69,3,0,24,0,3,3,0,0,0,,,,,,,,,,,,,,,
Oliwier Zych,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Martin Ødegaard,Midfielder,35,,,49,35%,,30,15,5,3,,158,125,176,37,3,9,,0,10,"1,900",54.29,17,77,39%,39,45,2,0,30,3,8,0,0,8,0,0.23,2,0,77,23,30%,4,,,,,,,,
